review_id,review_text,sentiment_label,sentiment_score,identified_theme
0,excellent,POSITIVE,0.9998434782028198,Other
1,good luck with your job i,POSITIVE,0.9997720122337341,Other
2,Ethiopian bank,POSITIVE,0.9495111107826233,Other
3,best one,POSITIVE,0.999826967716217,Other
4,mohammad Ahmed ibro,POSITIVE,0.9209955334663391,Other
5,trash,NEGATIVE,-0.99972003698349,Other
6,poor app,NEGATIVE,-0.9997596144676208,Other
7,Nice,POSITIVE,0.9998552799224854,Other
8,nice vv,POSITIVE,0.9998384714126587,Other
9,እጅግ በጣም አሪፍ አፕ ነው። ነገር ግን የስልክ ቀፎ በቀየርኩ ቁጥር አንደገና ወደ ባንክ መመላለሱን የሚቀርፍ ተጨማሪ ሲስተም ኦንላይን ቬሪፍይ ማድረግ ቢቻል እላለው።,NEGATIVE,-0.9608840346336365,Other
10,good,POSITIVE,0.9998161196708679,Other
11,I hate this app for it's subscription fee monthly six 6 ETB,NEGATIVE,-0.998955488204956,Other
12,this app is very important to done our work,POSITIVE,0.9990597367286682,Other
13,so nice,POSITIVE,0.9998610019683838,Other
14,nice,POSITIVE,0.9998552799224854,Other
15,"fast, easy, and save time.",POSITIVE,0.9947782754898071,UX
16,it was good!!!,POSITIVE,0.9998469352722168,Other
17,CBE our pride,POSITIVE,0.997941792011261,Other
18,i love this bank and mobile banking of Comercial bank of Ethiopia,POSITIVE,0.9997641444206238,Other
19,ይህ አፕ ለምንድነው ሌላ ቀፎ ውስጥ ያለውን SIM ፕኒ ኮድ ስናስገባ የማይሠራው እባካችው ሲቢ አካውንት ያለበት በዚህ ቀፎ ስለማይገባ እንዴት አድርጌ ሌላ ቀፎ ውስጥ ያለውን CBE አካውንት በዚህ ፎን መጠቀም እንደምችል ምከሩኝ፡፡,NEGATIVE,-0.9651386737823486,Other
20,good,POSITIVE,0.9998161196708679,Other
21,"bad at processing, wht do u mean by I can't make payment out of now where when I don't have no money or atm in my pocket this is really bad payment methods I wish I could give u guys 0 star",NEGATIVE,-0.9996644258499146,Features
22,good,POSITIVE,0.9998161196708679,Other
23,simple to use,POSITIVE,0.9970622658729553,Other
24,commerali bank,POSITIVE,0.5429373979568481,Other
25,good,POSITIVE,0.9998161196708679,Other
26,Good,POSITIVE,0.9998161196708679,Other
27,I have an account of cbe when i open the account it says you are blocked ? why ???,NEGATIVE,-0.9996564388275146,Account
28,👌👌👌,NEGATIVE,-0.6970561742782593,Other
29,What an excellent app with smooth performance !!,POSITIVE,0.9998496770858765,Other
30,በጣም ጥሩ ነው እነማሰግነለን,NEGATIVE,-0.8616322875022888,Other
31,very very good 👍 thanks commercial bank of ethiopia 🤩😘💯,POSITIVE,0.9998311996459961,Other
32,fantastic,POSITIVE,0.9998743534088135,Other
33,very nice,POSITIVE,0.9998563528060913,Other
34,f*k,NEGATIVE,-0.7003702521324158,Other
35,The Bank You can Always Rely on!,POSITIVE,0.998296320438385,Other
36,Please make the CBE Noor toggle to be optional just because I have another account that happened to be CBE Noor it doesn't mean I want to see the moon and mecca. I have to be able to disable it. the toggle doesn't work it changes back everytime it refreshes. it is really annoying,NEGATIVE,-0.9987953901290894,Account
37,Amazing App,POSITIVE,0.9998670816421509,Other
38,It stopped working on its own. When you check your balance it does not show the amount before deductions.,NEGATIVE,-0.9994508624076843,Other
39,"The most backward and unstable financial app in the market. It requires updates in which nothing changes, it is slow snd just an annoying application. Don't install it!",NEGATIVE,-0.9996647834777832,Stability
40,Good,POSITIVE,0.9998161196708679,Other
41,🤙🏼🤙🏼,NEGATIVE,-0.6970561742782593,Other
42,worst,NEGATIVE,-0.9998016953468323,Other
43,this app very full,POSITIVE,0.9974485039710999,Other
44,good apps,POSITIVE,0.9998608827590942,Other
45,"this update got crazy i don't know what's going on this app it's mal functional and loading........... like 2G ,Haha",NEGATIVE,-0.9995130300521851,Other
46,thanks for you 😘,POSITIVE,0.9996215105056763,Other
47,it's okay,POSITIVE,0.9998279809951782,Other
48,It's not allowing me to transfer money.,NEGATIVE,-0.9968652129173279,Features
49,IT'S NOT WORK ON HUAWEI DEVICES,NEGATIVE,-0.9996907711029053,Other
50,wow,POSITIVE,0.999592125415802,Other
51,nice app,POSITIVE,0.9998061060905457,Other
52,formative,POSITIVE,0.9988852143287659,Other
53,best app for financial activities 🙌,POSITIVE,0.996807873249054,Other
54,yoroo namaste 🙏 ♥️ ❤️ 💖 💖,NEGATIVE,-0.8904678821563721,Other
55,incredible,POSITIVE,0.9998753070831299,Other
56,best app for financial sector,POSITIVE,0.9991656541824341,Other
57,it's a good application,POSITIVE,0.9998661279678345,Other
58,is good,POSITIVE,0.9998394250869751,Other
59,wow,POSITIVE,0.999592125415802,Other
60,Good application,POSITIVE,0.999854564666748,Other
61,"Nice, but I can't get some recently transactions. please try to keep all history scrolling full visibility done.",NEGATIVE,-0.9879258871078491,Other
62,Very Secure but very poor interface and limited history service. The new colorful version is worst. Visibility and contrast are low. It is just my idea.,NEGATIVE,-0.9997770190238953,UX
63,very nice 100%,POSITIVE,0.9998635053634644,Other
64,good,POSITIVE,0.9998161196708679,Other
65,Good to use,POSITIVE,0.9998455047607422,Other
66,cbe,POSITIVE,0.9966009855270386,Other
67,Cbe,POSITIVE,0.9966009855270386,Other
68,best and secured,POSITIVE,0.9998188614845276,Other
69,best,POSITIVE,0.9997941851615906,Other
70,good,POSITIVE,0.9998161196708679,Other
71,why is my transaction fee hidden? Why doesn't the app show some of the transaction fees before. eg vat 15% show it togather before confirmation not after it feels like a scam.,NEGATIVE,-0.9988546371459961,Other
72,Gal✅😶‍🌫️,NEGATIVE,-0.6970561742782593,Other
73,posetive,POSITIVE,0.9818595051765442,Other
74,this app is so functional for airtime for wallet and,NEGATIVE,-0.9154265522956848,Features
75,very amazing app,POSITIVE,0.9998725652694702,Other
76,excellent service,POSITIVE,0.9998576641082764,Other
77,There is a a problem when updating the app,NEGATIVE,-0.9989816546440125,Other
78,good,POSITIVE,0.9998161196708679,Other
79,good,POSITIVE,0.9998161196708679,Other
80,smart app,POSITIVE,0.999789297580719,Other
81,"Internet Based mobile app for CBEBirr A Internet Based mobile app for CBEBirr. With the new Internet based CBEBirr Mobile App you can make every operations applicable via the USSD version of CBEBirr. This app version is the latest version branded as CBEBirr Plus, CBEBirr+, CBE Birr +, or CBE Birr plus.",NEGATIVE,-0.9887336492538452,Other
82,CBE it's my excellent choice,POSITIVE,0.9997592568397522,Other
83,fast and time saving...,POSITIVE,0.9994866847991943,Other
84,yesisgood,POSITIVE,0.9984375834465027,Other
85,so good,POSITIVE,0.999841570854187,Other
86,"The app is getting worse and worse after every ""update"". The UI is inconsistent, you haven't fixed the issue with Mpesa wallet transfer ( the ""begin 0, end 1, length 0"" error after ever transfer attempt) ; now the tellbirr transfer raises ""Bucket override O-10094"" error. Test your work FULLY before release.",NEGATIVE,-0.9996129870414734,Stability
87,iam happy excellent app,POSITIVE,0.9998611211776733,Other
88,is not work properly !!,NEGATIVE,-0.9997790455818176,Other
89,አሪፍ አፕ ነው ገራሚ ሁኖ አግኝቼዋለሁ,NEGATIVE,-0.9046947360038757,Other
90,When I update this app there isn't working,NEGATIVE,-0.9995754361152649,Other
91,thanks you so much 👍 okay I am going to be like in,POSITIVE,0.9997941851615906,Other
92,Best ever,POSITIVE,0.999841570854187,Other
93,features በጣም ወድጄዋለሁ ነገር ግን አንድ ችግር አይቼዋለሁ ።APPU DELETE በሆነ ጊዜ ቅርንጫፍ ማመላለሱና MB APPLICATION FORMAT ላይ በየጊዜው መፈረሙ አንድ ለባንኩ ወጪ ነው ሁለት ለደንበኞች Inconvenience ይፈጥራል አስተካክሉ,NEGATIVE,-0.9980064034461975,Other
94,best,POSITIVE,0.9997941851615906,Other
95,goood g,NEGATIVE,-0.9891290664672852,Other
96,I like so much,POSITIVE,0.9998633861541748,Other
97,This app has never been efficient at all,NEGATIVE,-0.9997796416282654,Other
98,nice app.,POSITIVE,0.9998321533203125,Other
99,"While the option to create or cancel standing orders has been added, it is not functional. Similarly, adding a new beneficiary is also not working. Please fix.",NEGATIVE,-0.9998015761375427,Other
100,Wonderful App ❤️❤️❤️ I love it,POSITIVE,0.9998841285705566,Other
101,i like it,POSITIVE,0.9998593330383301,Other
102,best,POSITIVE,0.9997941851615906,Other
103,vary good app,POSITIVE,0.9998146891593933,Other
104,good,POSITIVE,0.9998161196708679,Other
105,good,POSITIVE,0.9998161196708679,Other
106,good,POSITIVE,0.9998161196708679,Other
107,nice,POSITIVE,0.9998552799224854,Other
108,easy to use but hard to find easily,NEGATIVE,-0.988560140132904,UX
109,fixed problem,NEGATIVE,-0.9913551211357117,Other
110,በእውነት የሚገርም app ነው ነገሮችን ሁሉ ቀለል ያደርጋል,NEGATIVE,-0.9388996958732605,Other
111,good,POSITIVE,0.9998161196708679,Other
112,good,POSITIVE,0.9998161196708679,Other
113,best app,POSITIVE,0.999686598777771,Other
114,Good Application,POSITIVE,0.999854564666748,Other
115,Good app,POSITIVE,0.9998493194580078,Other
116,መስተካከል አለብት ብዩ አስታየት የም ሰጠው አካውንንት በስም ሲፈለግ mr ብሎ ቀጣይ ስም ለመፃፍ እስፔስም አይፈቅድ ቀጣዩ ፊደልም ሲፃፍ አይፅፍም ይሄ ቢስተካከል ይበልጥ ቀላል የረገዋል ብዩ አስበለው,NEGATIVE,-0.9670157432556152,Other
117,why it alaways asked me to update every second when I log in.,NEGATIVE,-0.9971964359283447,Other
118,pls update my cbe mobile banking,NEGATIVE,-0.9723127484321594,Other
119,good,POSITIVE,0.9998161196708679,Other
120,"Easy, secure and user friend",POSITIVE,0.9988741278648376,UX
121,nice,POSITIVE,0.9998552799224854,Other
122,hiote tegayede,POSITIVE,0.8946158289909363,Other
123,misraqe,NEGATIVE,-0.9931067824363708,Other
124,excellent app,POSITIVE,0.9998356103897095,Other
125,usefull app,POSITIVE,0.9953721165657043,Other
126,nice bank,POSITIVE,0.9998055100440979,Other
127,good 👍,POSITIVE,0.9998576641082764,Other
128,it's no functional problem,NEGATIVE,-0.9982454776763916,Other
129,Tamam Yunus Guddata,NEGATIVE,-0.9828091263771057,Other
130,good,POSITIVE,0.9998161196708679,Other
131,It's not working after the update it doesn't open at all,NEGATIVE,-0.9997859597206116,Other
132,nice,POSITIVE,0.9998552799224854,Other
133,excellent app,POSITIVE,0.9998356103897095,Other
134,Good,POSITIVE,0.9998161196708679,Other
135,CBE not compare to others,NEGATIVE,-0.9168756604194641,Other
136,good,POSITIVE,0.9998161196708679,Other
137,good,POSITIVE,0.9998161196708679,Other
138,nice app thanks,POSITIVE,0.9998416900634766,Other
139,Great,POSITIVE,0.9998630285263062,Other
140,good service,POSITIVE,0.9998499155044556,Other
141,"It is so good,and easy to use.",POSITIVE,0.9998791217803955,UX
